blueWardsPlaced;blueFirstBlood;blueKills;blueDeaths;blueAssists;blueEliteMonsters;blueDragons;blueHeralds;blueTowersDestroyed;blueTotalGold;blueAvgLevel;blueTotalMinionsKilled;blueGoldDiff;redWardsPlaced;redFirstBlood;redKills;redDeaths;redAssists;redEliteMonsters;redDragons;redHeralds;redTowersDestroyed;redTotalGold;redAvgLevel;redTotalMinionsKilled;redGoldDiff;blueWins
18;1;13;2;11;1;1;0;0;19867;7.0;236;6977;13;0;2;13;4;0;0;0;0;12890;5.8;168;-6977;1
18;1;10;5;10;0;0;0;0;18538;7.4;225;2832;18;0;5;10;7;0;0;0;0;15706;6.6;214;-2832;1
14;1;3;9;2;0;0;0;0;14624;6.6;211;-4073;21;0;9;3;7;1;0;1;0;18697;7.2;226;4073;0
21;1;5;4;4;0;0;0;0;16005;7.0;228;1561;20;0;4;5;6;1;1;0;0;14444;6.6;187;-1561;1
42;0;4;8;4;0;0;0;0;15194;6.8;220;-2143;19;1;8;4;6;1;0;1;0;17337;7.2;205;2143;0
15;0;13;3;13;1;0;1;0;20943;7.6;235;6081;13;1;3;13;5;1;1;0;0;14862;6.6;197;-6081;1
23;1;6;4;5;0;0;0;0;15983;7.2;218;515;36;0;4;6;5;1;1;0;0;15468;6.8;194;-515;1
16;0;1;7;1;0;0;0;0;14513;6.6;218;-2382;15;1;7;1;5;1;1;0;0;16895;7.2;248;2382;0
16;1;6;3;6;1;1;0;0;17536;7.0;266;2880;58;0;3;6;5;0;0;0;0;14656;6.6;197;-2880;1
21;1;4;3;7;1;1;0;0;15796;6.8;221;724;10;0;3;4;3;0;0;0;0;15072;7.2;209;-724;0
17;1;15;7;19;1;1;0;0;20833;7.6;231;4882;14;0;7;15;5;0;0;0;0;15951;6.8;202;-4882;1
15;1;7;2;8;1;1;0;0;18650;7.4;248;3877;51;0;2;7;3;0;0;0;0;14773;7.2;220;-3877;1
44;0;4;6;2;1;1;0;0;15044;7.0;214;-2127;33;1;6;4;8;0;0;0;0;17171;7.2;228;2127;0
39;1;4;4;6;1;1;0;0;15811;7.0;212;161;15;0;4;4;6;0;0;0;0;15650;6.6;222;-161;0
97;1;4;4;2;0;0;0;0;15612;6.8;228;608;42;0;4;4;2;1;1;0;0;15004;7.0;208;-608;0
16;0;5;13;3;1;1;0;0;15151;6.6;204;-4570;33;1;13;5;18;1;0;1;0;19721;7.4;207;4570;0
16;0;6;5;6;0;0;0;0;16496;7.0;244;120;19;1;5;6;14;1;1;0;0;16376;6.6;206;-120;0
16;1;8;7;9;0;0;0;0;16059;7.0;190;-1073;18;0;7;8;7;1;0;1;0;17132;6.8;232;1073;0
16;0;4;11;4;0;0;0;0;15120;6.4;189;-3181;56;1;11;4;14;0;0;0;0;18301;7.4;214;3181;1
11;1;5;5;4;1;0;1;0;16185;6.8;212;-226;13;0;5;5;10;1;1;0;0;16411;6.8;228;226;1
13;1;3;8;2;0;0;0;0;15404;6.8;240;-3096;38;0;8;3;11;1;1;0;0;18500;7.6;256;3096;0
13;1;8;6;5;0;0;0;1;17952;7.0;210;2123;15;0;6;8;8;1;1;0;0;15829;6.2;192;-2123;1
41;1;5;13;7;0;0;0;0;14776;6.2;161;-5760;51;0;13;5;12;1;0;1;1;20536;7.4;235;5760;0
18;0;4;10;2;0;0;0;0;16183;7.0;251;-2155;14;1;10;4;10;1;1;0;0;18338;7.2;219;2155;0
13;0;4;7;6;0;0;0;0;16037;7.0;231;-519;20;1;7;4;10;0;0;0;0;16556;6.6;213;519;1
16;0;5;9;5;2;1;1;1;18041;7.0;221;786;15;1;9;5;14;0;0;0;0;17255;6.8;213;-786;1
19;0;5;6;3;1;1;0;0;14820;6.4;167;-1671;17;1;6;5;10;0;0;0;0;16491;6.8;223;1671;1
15;0;1;5;0;0;0;0;0;13943;6.8;230;-4036;15;1;5;1;5;1;1;0;1;17979;7.2;231;4036;0
14;0;7;10;4;2;1;1;1;17023;6.4;201;-1148;18;1;10;7;8;0;0;0;0;18171;7.2;226;1148;0
16;1;2;5;2;0;0;0;0;15011;7.0;223;-1399;22;0;5;2;7;1;1;0;0;16410;7.0;208;1399;1
16;0;13;5;13;0;0;0;0;20067;7.4;229;4409;16;1;5;13;5;1;1;0;0;15658;6.2;182;-4409;1
12;1;6;7;4;1;1;0;1;17149;6.8;196;770;10;0;7;6;7;0;0;0;0;16379;7.0;202;-770;1
12;1;3;7;4;1;1;0;0;14688;6.8;199;-2193;11;0;7;3;10;0;0;0;0;16881;7.0;217;2193;0
16;1;4;2;3;2;1;1;0;16125;7.2;235;1236;28;0;2;4;2;0;0;0;0;14889;7.4;249;-1236;0
32;1;1;5;2;1;0;1;0;14197;6.8;225;-2144;14;0;5;1;3;1;1;0;0;16341;7.2;246;2144;0
14;1;12;2;8;1;0;1;0;18863;7.6;238;4785;13;0;2;12;2;0;0;0;0;14078;6.4;206;-4785;1
12;0;4;4;2;1;1;0;0;15488;7.2;240;-344;16;1;4;4;4;0;0;0;0;15832;6.6;241;344;1
15;0;7;8;8;0;0;0;1;18283;7.0;209;905;15;1;8;7;6;1;1;0;0;17378;7.0;206;-905;1
16;1;10;5;14;0;0;0;0;18538;7.2;247;1806;16;0;5;10;5;1;1;0;0;16732;7.0;216;-1806;1
9;0;8;5;5;1;0;1;0;17875;7.2;206;2095;10;1;5;8;3;1;1;0;0;15780;7.0;215;-2095;1
17;0;9;3;11;0;0;0;0;16954;6.8;221;2589;31;1;3;9;4;1;1;0;0;14365;6.4;187;-2589;1
15;0;3;5;2;2;1;1;0;15073;6.8;234;-745;42;1;5;3;3;0;0;0;0;15818;7.0;200;745;0
20;1;5;6;3;0;0;0;0;16038;7.0;219;329;13;0;6;5;3;1;1;0;0;15709;6.8;208;-329;1
16;0;5;6;3;0;0;0;0;16032;7.0;229;-478;23;1;6;5;6;1;1;0;0;16510;7.0;221;478;0
15;1;4;3;7;1;1;0;0;15669;7.0;223;273;21;0;3;4;3;0;0;0;0;15396;7.2;237;-273;0
15;1;8;6;8;1;1;0;0;18198;7.0;246;2713;14;0;6;8;3;1;0;1;0;15485;6.8;187;-2713;1
15;1;13;9;19;1;1;0;0;19528;7.2;211;1852;16;0;9;13;5;0;0;0;0;17676;7.2;217;-1852;0
18;0;8;6;6;2;1;1;0;17316;7.0;206;767;17;1;6;8;8;0;0;0;0;16549;6.8;216;-767;1
14;0;7;5;10;0;0;0;0;16509;7.0;202;373;14;1;5;7;2;1;1;0;0;16136;7.2;224;-373;0
52;1;10;5;11;0;0;0;0;17741;6.8;230;2405;12;0;5;10;6;1;1;0;0;15336;6.8;199;-2405;1
19;1;4;0;2;2;1;1;0;16124;7.4;244;2186;18;0;0;4;0;0;0;0;0;13938;6.8;241;-2186;0
14;1;5;3;8;1;1;0;0;16395;7.0;214;1315;36;0;3;5;3;0;0;0;0;15080;7.0;209;-1315;1
16;1;8;5;7;1;1;0;0;18020;7.2;253;2533;15;0;5;8;4;0;0;0;0;15487;6.8;212;-2533;1
10;0;3;5;8;0;0;0;0;14759;6.8;194;-1394;13;1;5;3;7;1;1;0;0;16153;6.8;246;1394;0
36;1;4;8;3;0;0;0;0;14521;6.6;186;-4413;18;0;8;4;12;1;1;0;0;18934;7.8;234;4413;0
16;1;6;4;6;1;0;1;1;18341;7.2;229;3347;16;0;4;6;8;1;1;0;0;14994;6.6;206;-3347;1
14;1;14;6;19;0;0;0;0;19599;7.4;211;4085;12;0;6;14;6;1;1;0;0;15514;6.8;188;-4085;0
12;1;10;4;14;0;0;0;0;18019;6.8;210;4581;15;0;4;10;3;0;0;0;0;13438;6.0;153;-4581;0
41;1;7;7;7;1;1;0;0;16491;6.6;190;453;16;0;7;7;0;0;0;0;0;16038;7.0;238;-453;0
37;1;14;7;15;0;0;0;0;21699;7.6;242;5773;16;0;7;14;6;1;1;0;0;15926;6.8;208;-5773;1
14;0;5;5;6;1;0;1;0;16249;7.0;217;251;13;1;5;5;7;1;1;0;0;15998;7.0;229;-251;0
88;0;7;7;6;1;1;0;0;16476;6.6;210;335;22;1;7;7;4;0;0;0;0;16141;6.6;206;-335;0
38;1;7;5;6;2;1;1;3;18246;6.8;228;3826;15;0;5;7;8;0;0;0;0;14420;6.2;156;-3826;1
21;1;6;3;5;2;1;1;0;16646;7.2;242;919;14;0;3;6;6;0;0;0;0;15727;7.2;258;-919;1
14;1;5;2;3;0;0;0;0;16568;7.0;222;2150;11;0;2;5;4;1;1;0;0;14418;7.0;228;-2150;1
16;1;8;6;10;1;1;0;1;18519;7.2;223;1840;17;0;6;8;6;1;0;1;0;16679;7.2;214;-1840;1
17;0;4;6;2;0;0;0;0;15498;6.8;228;-1953;13;1;6;4;5;2;1;1;0;17451;7.4;259;1953;0
17;0;4;7;4;0;0;0;0;14927;6.8;205;-2435;25;1;7;4;12;1;1;0;0;17362;7.2;227;2435;0
40;0;3;4;4;0;0;0;0;15120;6.8;230;-1338;19;1;4;3;8;1;1;0;0;16458;7.0;234;1338;0
23;0;7;3;10;1;1;0;0;17146;7.2;227;2072;15;1;3;7;5;0;0;0;0;15074;6.8;241;-2072;1
16;1;5;10;3;1;0;1;0;16141;7.0;229;-1634;14;0;10;5;10;0;0;0;0;17775;7.6;240;1634;0
15;1;8;4;8;1;1;0;0;17798;7.2;220;3120;14;0;4;8;5;0;0;0;0;14678;6.6;192;-3120;1
37;0;4;9;5;0;0;0;0;15945;6.8;248;-781;9;1;9;4;10;1;1;0;0;16726;6.8;195;781;1
14;0;6;7;5;0;0;0;0;16169;6.6;214;-620;18;1;7;6;4;2;1;1;0;16789;7.0;237;620;0
18;1;3;6;1;0;0;0;0;15177;6.8;220;-1716;21;0;6;3;4;0;0;0;0;16893;7.4;241;1716;0
19;1;6;0;9;0;0;0;0;18307;7.4;235;5027;56;0;0;6;0;0;0;0;0;13280;6.4;211;-5027;1
46;0;7;8;7;2;1;1;0;16473;7.0;201;-932;16;1;8;7;11;0;0;0;0;17405;7.0;246;932;0
58;1;10;2;17;1;1;0;1;19483;7.0;211;5415;16;0;2;10;4;0;0;0;0;14068;6.4;203;-5415;1
13;1;5;12;5;0;0;0;0;15230;6.4;185;-3832;16;0;12;5;11;1;1;0;0;19062;7.4;219;3832;0
41;0;7;5;10;1;1;0;0;16583;7.2;222;840;17;1;5;7;4;0;0;0;0;15743;6.8;213;-840;1
16;0;6;9;3;1;0;1;1;16840;7.2;221;-990;24;1;9;6;7;1;1;0;0;17830;7.4;247;990;0
23;1;9;7;12;1;0;1;0;17836;7.2;214;969;18;0;7;9;7;1;1;0;0;16867;6.8;216;-969;1
16;1;16;2;14;0;0;0;1;21658;7.6;211;6413;76;0;2;16;1;2;1;1;0;15245;6.4;203;-6413;1
11;0;14;9;14;0;0;0;0;19170;7.0;193;3062;11;1;9;14;13;0;0;0;0;16108;6.2;142;-3062;1
21;1;9;6;7;0;0;0;0;18229;6.8;230;2765;17;0;6;9;5;2;1;1;0;15464;6.6;195;-2765;1
27;0;6;4;6;0;0;0;0;17591;7.2;235;3208;15;1;4;6;2;0;0;0;0;14383;6.2;186;-3208;1
20;1;4;5;7;0;0;0;0;15067;6.8;172;-1641;19;0;5;4;10;0;0;0;0;16708;7.4;254;1641;0
18;0;2;12;2;0;0;0;0;13844;6.6;224;-5161;17;1;12;2;10;1;1;0;0;19005;7.2;200;5161;0
17;1;3;5;3;0;0;0;0;15699;6.8;226;-907;15;0;5;3;6;1;1;0;0;16606;7.4;244;907;0
14;0;6;6;6;0;0;0;0;17077;7.0;242;-162;15;1;6;6;9;0;0;0;0;17239;7.0;245;162;1
26;0;5;10;8;0;0;0;0;15710;6.6;205;-3731;16;1;10;5;11;1;1;0;0;19441;7.2;230;3731;1
17;1;5;4;4;0;0;0;0;16450;7.0;229;1771;18;0;4;5;4;1;1;0;0;14679;6.6;194;-1771;1
15;0;3;5;0;0;0;0;0;16228;6.8;234;352;9;1;5;3;6;0;0;0;0;15876;7.0;203;-352;0
16;1;6;4;2;1;1;0;0;16803;7.0;255;1189;19;0;4;6;5;0;0;0;0;15614;7.2;206;-1189;0
14;1;2;5;3;1;1;0;0;15462;7.0;249;-1176;15;0;5;2;7;0;0;0;0;16638;7.2;248;1176;0
43;1;4;3;2;1;0;1;1;16233;6.8;210;1404;15;0;3;4;3;0;0;0;0;14829;6.8;209;-1404;1
16;1;7;17;8;1;0;1;0;16239;6.4;202;-4876;17;0;17;7;19;1;1;0;0;21115;7.2;230;4876;1
50;1;4;4;4;0;0;0;0;15514;6.6;223;249;17;0;4;4;5;1;1;0;0;15265;6.6;204;-249;0
39;1;9;6;7;0;0;0;0;18466;7.6;218;2220;11;0;6;9;7;1;1;0;0;16246;7.0;185;-2220;0
38;1;4;4;4;1;1;0;0;16907;7.2;259;1559;16;0;4;4;7;0;0;0;0;15348;6.8;189;-1559;0
13;1;11;7;11;0;0;0;0;17662;7.2;195;1673;47;0;7;11;5;1;0;1;0;15989;7.0;173;-1673;1
13;0;4;12;1;0;0;0;0;14738;6.6;199;-4785;30;1;12;4;15;1;1;0;0;19523;7.2;220;4785;0
17;0;7;11;13;1;1;0;0;16225;6.6;206;-2463;17;1;11;7;13;0;0;0;0;18688;7.4;224;2463;0
18;1;7;1;13;0;0;0;0;18486;7.4;264;5159;16;0;1;7;2;1;1;0;0;13327;6.4;182;-5159;1
38;0;2;9;2;0;0;0;0;14597;6.8;220;-3805;14;1;9;2;13;0;0;0;0;18402;7.4;274;3805;0
21;1;6;2;3;0;0;0;0;16818;7.2;250;2274;12;0;2;6;2;0;0;0;0;14544;6.8;202;-2274;1
17;0;2;11;2;0;0;0;0;13714;6.6;201;-5129;13;1;11;2;12;1;0;1;0;18843;7.2;250;5129;0
19;0;6;4;5;1;1;0;1;17946;7.2;225;2398;16;1;4;6;2;1;0;1;0;15548;6.6;230;-2398;1
19;0;6;5;3;1;0;1;0;16141;7.4;215;488;16;1;5;6;9;1;1;0;0;15653;6.6;183;-488;0
16;0;7;11;8;0;0;0;0;17151;6.8;215;-2489;14;1;11;7;18;1;1;0;0;19640;7.2;205;2489;0
42;1;9;10;15;0;0;0;0;18483;7.0;222;270;19;0;10;9;13;1;1;0;0;18213;7.2;207;-270;1
21;1;3;1;2;2;1;1;0;15530;6.8;235;1219;42;0;1;3;3;0;0;0;0;14311;6.8;238;-1219;1
12;0;7;5;6;1;1;0;0;15900;7.0;206;-435;34;1;5;7;4;0;0;0;0;16335;7.0;218;435;0
13;1;7;0;5;2;1;1;0;17520;7.2;245;4228;15;0;0;7;0;0;0;0;0;13292;6.6;194;-4228;1
13;1;5;4;5;0;0;0;0;15933;7.2;246;465;40;0;4;5;5;2;1;1;0;15468;6.8;203;-465;0
19;1;6;9;7;0;0;0;0;16369;7.0;236;-1673;36;0;9;6;10;0;0;0;0;18042;7.4;239;1673;0
16;0;0;5;0;0;0;0;0;14422;6.6;245;-1723;17;1;5;0;10;1;1;0;0;16145;6.8;229;1723;1
17;0;1;9;2;0;0;0;0;13570;6.2;194;-6578;21;1;9;1;8;2;1;1;1;20148;7.2;267;6578;0
14;0;4;7;6;0;0;0;0;15706;7.0;244;-1992;43;1;7;4;11;2;1;1;0;17698;7.2;256;1992;0
17;0;9;9;9;0;0;0;0;17898;7.0;231;-113;39;1;9;9;11;1;1;0;0;18011;7.2;218;113;1
16;0;3;8;3;0;0;0;0;14397;6.6;210;-3517;14;1;8;3;9;1;1;0;0;17914;7.2;226;3517;0
12;0;5;3;6;1;0;1;0;17227;7.0;245;2582;19;1;3;5;5;1;1;0;0;14645;6.2;200;-2582;1
15;0;6;4;7;1;1;0;0;16080;7.0;218;533;17;1;4;6;6;0;0;0;0;15547;6.6;219;-533;0
17;1;4;7;4;1;1;0;0;15346;6.6;230;-973;21;0;7;4;6;0;0;0;0;16319;6.8;178;973;0
24;0;2;8;2;1;0;1;0;13853;6.2;205;-3650;17;1;8;2;7;0;0;0;0;17503;7.2;221;3650;0
12;1;2;6;1;0;0;0;0;14417;6.6;198;-1930;17;0;6;2;7;1;1;0;0;16347;7.2;223;1930;0
40;1;13;6;14;0;0;0;0;18676;7.0;196;3188;13;0;6;13;5;0;0;0;0;15488;6.4;164;-3188;1
28;1;10;4;13;0;0;0;0;18858;7.0;195;2674;13;0;4;10;4;0;0;0;0;16184;6.4;240;-2674;0
17;1;10;3;8;1;1;0;0;18463;7.4;248;3002;10;0;3;10;3;1;0;1;0;15461;6.8;218;-3002;1
17;1;5;7;3;0;0;0;0;15286;6.6;181;-1936;19;0;7;5;7;1;1;0;0;17222;7.0;230;1936;0
16;1;6;10;8;1;1;0;0;17088;6.8;206;-2595;13;0;10;6;9;0;0;0;1;19683;7.4;233;2595;0
14;1;3;10;4;0;0;0;0;14674;6.4;184;-5092;38;0;10;3;5;0;0;0;1;19766;7.4;240;5092;0
14;0;9;8;8;0;0;0;0;16676;7.2;201;-978;31;1;8;9;11;0;0;0;0;17654;7.4;203;978;1
27;1;6;3;5;2;1;1;0;16843;7.2;241;1597;18;0;3;6;5;0;0;0;0;15246;6.8;231;-1597;0
15;1;8;4;10;1;1;0;0;17640;7.0;207;4035;51;0;4;8;9;0;0;0;0;13605;6.0;155;-4035;1
18;1;7;7;9;1;0;1;0;16517;6.6;182;473;18;0;7;7;7;1;1;0;0;16044;6.6;183;-473;0
16;1;9;1;12;1;0;1;1;18626;7.4;205;5448;16;0;1;9;1;1;1;0;0;13178;6.4;179;-5448;1
17;1;16;5;25;1;1;0;0;20996;7.2;218;6476;13;0;5;16;8;0;0;0;0;14520;6.2;147;-6476;1
14;0;5;3;4;0;0;0;0;16595;7.2;220;1584;23;1;3;5;4;2;1;1;0;15011;6.8;204;-1584;1
18;0;6;8;4;1;0;1;0;16561;7.0;239;-1637;39;1;8;6;7;1;1;0;0;18198;7.2;240;1637;0
13;0;4;8;4;0;0;0;0;15676;7.2;223;-2476;19;1;8;4;7;2;1;1;0;18152;7.4;260;2476;0
19;0;7;5;9;1;1;0;0;16847;7.0;209;505;14;1;5;7;5;0;0;0;0;16342;7.2;212;-505;1
17;0;4;5;1;0;0;0;0;14837;6.8;205;-576;26;1;5;4;8;1;1;0;0;15413;7.2;172;576;1
15;0;4;7;4;0;0;0;0;15624;6.8;229;-1647;14;1;7;4;7;1;1;0;0;17271;7.4;243;1647;0
19;0;3;5;3;1;1;0;0;14587;6.8;222;-2395;26;1;5;3;6;1;0;1;0;16982;7.0;254;2395;0
19;1;4;7;7;1;0;1;0;15904;6.6;232;-1067;18;0;7;4;5;1;1;0;0;16971;7.0;230;1067;0
13;0;0;5;0;1;0;1;0;14103;6.6;230;-1977;13;1;5;0;4;0;0;0;0;16080;7.0;224;1977;0
16;1;7;2;11;1;1;0;0;16685;7.0;216;2306;19;0;2;7;2;0;0;0;0;14379;6.6;208;-2306;1
19;0;5;5;7;1;1;0;0;16501;6.8;234;366;19;1;5;5;4;0;0;0;0;16135;6.8;231;-366;1
18;1;4;4;6;1;0;1;0;15694;6.6;248;567;16;0;4;4;3;1;1;0;0;15127;7.0;245;-567;0
15;0;7;6;4;1;1;0;0;16544;7.0;247;272;36;1;6;7;6;0;0;0;0;16272;7.0;221;-272;1
18;1;11;8;15;0;0;0;0;18923;7.0;225;1744;16;0;8;11;7;1;0;1;0;17179;7.0;219;-1744;0
15;1;3;7;2;0;0;0;0;14756;6.6;226;-2175;15;0;7;3;9;0;0;0;0;16931;7.2;233;2175;0
19;0;4;14;5;1;0;1;0;14450;6.4;186;-5976;13;1;14;4;14;1;1;0;0;20426;7.4;264;5976;1
18;1;3;3;4;0;0;0;0;15332;7.0;229;359;39;0;3;3;0;1;1;0;0;14973;7.0;242;-359;1
53;0;2;4;2;0;0;0;0;14026;6.8;210;-2478;18;1;4;2;7;0;0;0;0;16504;7.2;244;2478;0
14;1;7;6;7;0;0;0;0;16835;7.0;220;700;14;0;6;7;6;0;0;0;0;16135;7.0;210;-700;0
36;1;7;5;4;0;0;0;0;17301;7.8;241;1207;11;0;5;7;4;0;0;0;0;16094;7.0;243;-1207;1
16;0;6;7;7;0;0;0;0;16489;7.2;219;-592;14;1;7;6;9;2;1;1;0;17081;7.0;227;592;1
21;1;8;7;13;0;0;0;0;17212;7.0;227;684;14;0;7;8;6;0;0;0;0;16528;6.8;199;-684;1
13;1;5;9;7;2;1;1;0;15090;6.6;176;-3684;15;0;9;5;11;0;0;0;0;18774;7.0;246;3684;0
12;0;2;4;2;0;0;0;0;14319;6.6;219;-1272;12;1;4;2;1;0;0;0;0;15591;7.2;236;1272;0
16;0;5;4;6;0;0;0;0;16721;7.0;237;1788;15;1;4;5;6;0;0;0;0;14933;6.4;210;-1788;1
15;1;4;12;1;0;0;0;0;15089;6.6;235;-5292;14;0;12;4;14;1;1;0;1;20381;7.6;234;5292;0
15;1;4;7;7;0;0;0;0;15662;6.8;202;-130;16;0;7;4;9;1;1;0;0;15792;6.8;200;130;1
18;0;5;9;5;0;0;0;0;15463;6.6;206;-2791;17;1;9;5;13;1;1;0;0;18254;7.4;227;2791;0
11;1;7;12;12;0;0;0;0;16880;7.0;216;-2125;14;0;12;7;12;1;0;1;0;19005;7.4;221;2125;0
13;0;5;2;3;2;1;1;0;15216;7.2;216;-101;15;1;2;5;0;0;0;0;0;15317;7.2;248;101;1
18;1;10;7;13;0;0;0;0;17674;7.0;209;1269;11;0;7;10;6;0;0;0;0;16405;7.0;205;-1269;1
18;1;5;6;5;1;1;0;0;16533;6.6;231;251;44;0;6;5;6;0;0;0;0;16282;7.0;217;-251;0
17;0;4;12;3;0;0;0;0;15716;6.8;225;-3446;15;1;12;4;10;2;1;1;0;19162;7.8;239;3446;1
31;1;6;4;6;0;0;0;0;17631;7.0;261;2803;18;0;4;6;7;1;0;1;0;14828;6.6;188;-2803;1
14;0;3;5;2;0;0;0;0;15148;7.0;213;-1416;15;1;5;3;8;1;1;0;0;16564;7.0;230;1416;0
130;0;3;7;3;0;0;0;0;14649;6.8;186;-2588;21;1;7;3;9;1;1;0;0;17237;7.0;246;2588;0
15;0;6;7;7;1;1;0;0;16517;6.8;238;-409;18;1;7;6;7;1;0;1;0;16926;7.0;254;409;0
15;0;9;9;11;0;0;0;0;18026;7.0;211;894;11;1;9;9;8;0;0;0;0;17132;6.8;195;-894;1
30;1;7;10;3;0;0;0;0;16399;7.0;214;-1977;13;0;10;7;9;0;0;0;0;18376;7.2;231;1977;0
22;1;13;5;15;1;0;1;0;18959;6.8;186;2316;17;0;5;13;4;1;1;0;0;16643;6.6;219;-2316;1
53;0;2;6;0;0;0;0;0;13888;6.4;172;-3220;14;1;6;2;6;1;0;1;0;17108;7.4;242;3220;0
13;0;3;3;2;1;1;0;0;15188;7.0;236;52;14;1;3;3;3;0;0;0;0;15136;6.6;214;-52;1
11;0;2;4;0;0;0;0;0;14395;6.6;210;-1386;16;1;4;2;6;0;0;0;0;15781;6.8;211;1386;0
51;1;8;5;13;0;0;0;0;17663;6.8;202;1942;39;0;5;8;3;1;0;1;0;15721;6.8;205;-1942;0
14;1;9;5;7;1;0;1;0;18348;7.2;216;3111;13;0;5;9;4;1;1;0;0;15237;6.8;202;-3111;1
19;0;2;5;2;0;0;0;0;13337;6.4;197;-4427;15;1;5;2;5;1;1;0;1;17764;7.2;236;4427;1
55;1;8;4;11;0;0;0;0;17064;7.0;207;1183;18;0;4;8;2;1;0;1;0;15881;7.0;217;-1183;1
17;1;13;1;8;2;1;1;0;18595;7.6;237;5236;12;0;1;13;1;0;0;0;0;13359;6.6;199;-5236;1
15;0;2;4;2;0;0;0;0;15096;7.0;228;-915;33;1;4;2;4;0;0;0;0;16011;7.2;239;915;0
43;0;8;4;3;0;0;0;0;17743;7.6;247;2507;11;1;4;8;5;0;0;0;0;15236;6.8;186;-2507;1
14;1;7;8;6;0;0;0;0;17088;7.2;219;-788;13;0;8;7;5;2;1;1;0;17876;7.2;226;788;1
17;0;8;3;10;1;1;0;0;17810;7.6;248;3866;19;1;3;8;1;0;0;0;0;13944;6.4;191;-3866;1
14;0;0;3;0;0;0;0;0;13954;6.8;231;-936;18;1;3;0;3;0;0;0;0;14890;7.0;199;936;1
15;1;5;5;4;0;0;0;0;16300;7.2;244;955;15;0;5;5;3;1;1;0;0;15345;7.0;192;-955;1
17;0;5;9;7;1;0;1;0;16096;7.0;224;-581;16;1;9;5;8;0;0;0;0;16677;6.8;204;581;0
16;1;5;10;6;1;1;0;0;16331;6.6;220;-2814;15;0;10;5;10;1;0;1;0;19145;7.0;220;2814;0
26;1;5;2;4;2;1;1;0;16515;7.2;257;1967;17;0;2;5;3;0;0;0;0;14548;7.0;233;-1967;1
16;0;5;3;7;1;1;0;0;16860;7.0;264;1245;15;1;3;5;2;0;0;0;0;15615;7.0;248;-1245;1
18;1;8;6;11;0;0;0;0;16870;6.6;212;829;19;0;6;8;5;1;1;0;0;16041;6.6;245;-829;1
144;0;4;4;5;0;0;0;0;17001;7.2;242;759;10;1;4;4;4;0;0;0;0;16242;7.2;242;-759;1
17;1;2;0;3;0;0;0;0;14112;6.6;223;-174;18;0;0;2;0;0;0;0;0;14286;6.6;226;174;0
14;0;2;6;2;1;1;0;0;15300;7.0;266;-978;17;1;6;2;8;0;0;0;0;16278;7.0;228;978;0
16;1;12;7;14;1;1;0;0;19276;7.2;192;1801;14;0;7;12;8;0;0;0;0;17475;6.8;217;-1801;1
39;1;4;7;9;0;0;0;0;15766;6.6;220;-1590;22;0;7;4;11;1;1;0;0;17356;6.8;235;1590;0
15;1;5;6;8;0;0;0;0;15292;7.0;187;-1805;18;0;6;5;10;1;1;0;0;17097;7.0;241;1805;0
19;1;2;5;1;0;0;0;0;14321;6.4;203;-1296;18;0;5;2;5;1;1;0;0;15617;6.6;226;1296;0
16;1;6;9;12;0;0;0;0;16492;6.8;220;-2847;51;0;9;6;19;2;1;1;1;19339;7.4;237;2847;0
14;1;8;6;12;1;1;0;0;17357;7.0;222;1031;16;0;6;8;10;1;0;1;0;16326;6.8;208;-1031;1
36;1;5;4;6;0;0;0;1;17519;6.8;215;1953;15;0;4;5;6;0;0;0;0;15566;6.6;215;-1953;1
14;1;4;4;5;0;0;0;0;16139;6.8;245;690;21;0;4;4;7;1;1;0;0;15449;6.8;206;-690;1
30;0;7;10;7;1;1;0;0;17088;7.0;201;-793;16;1;10;7;9;0;0;0;0;17881;7.0;221;793;0
16;0;6;3;6;1;1;0;0;15609;6.8;180;661;14;1;3;6;2;0;0;0;0;14948;6.6;199;-661;1
14;1;8;4;10;1;0;1;1;18913;7.4;225;3240;19;0;4;8;6;1;1;0;0;15673;6.8;237;-3240;0
14;0;9;6;12;1;1;0;0;18054;7.2;241;1859;39;1;6;9;11;0;0;0;0;16195;6.8;197;-1859;1
16;0;6;3;5;1;1;0;0;15690;6.8;214;903;13;1;3;6;3;0;0;0;0;14787;6.8;199;-903;1
13;1;4;4;2;0;0;0;0;16003;6.8;226;353;15;0;4;4;5;1;1;0;0;15650;6.8;209;-353;0
16;0;9;9;10;0;0;0;1;18181;6.6;202;1520;37;1;9;9;14;0;0;0;0;16661;6.6;165;-1520;1
40;0;5;6;7;0;0;0;0;15628;7.0;221;-623;18;1;6;5;6;1;1;0;0;16251;6.8;223;623;0
29;1;11;5;12;1;1;0;0;18093;6.8;211;2025;12;0;5;11;3;0;0;0;0;16068;6.8;199;-2025;1
12;0;4;4;4;1;0;1;0;15607;7.0;215;-315;18;1;4;4;3;1;1;0;0;15922;6.8;246;315;1
15;1;3;5;2;1;1;0;0;15164;6.8;218;-1592;11;0;5;3;5;0;0;0;0;16756;7.2;255;1592;1
19;0;9;8;5;0;0;0;0;18090;7.0;238;736;16;1;8;9;9;0;0;0;0;17354;7.4;213;-736;0
14;1;6;1;5;1;1;0;0;17001;7.0;240;3156;14;0;1;6;2;0;0;0;0;13845;6.8;206;-3156;1
